Entity,Code,Year,"Upper secondary school age, female","Upper secondary school age, male","Lower secondary school age, female","Lower secondary school age, male","Primary school age, female","Primary school age, male"
Switzerland,CHE,2008,37240,27876,4213,4993,2758,4344
Switzerland,CHE,2009,37503,29504,5915,6928,1688,2959
Switzerland,CHE,2010,36977,31953,4552,5523,1561,2711
Switzerland,CHE,2011,38636,34432,3459,4550,1047,2456
Switzerland,CHE,2012,43590,41183,4248,4756,869,2759
Switzerland,CHE,2013,39291,36923,1558,2096,251,1452
Switzerland,CHE,2014,37797,35619,,,278,1392
Syria,SYR,1971,,,188236,112204,255525,52909
Syria,SYR,1973,,,164907,53525,211112,8023
Syria,SYR,1975,,,167323,69583,,
Syria,SYR,1976,,,162816,57581,,
Syria,SYR,1977,,,161740,48035,,
Syria,SYR,1978,,,162380,54790,206483,6389
Syria,SYR,1979,,,162509,51942,207429,16536
Syria,SYR,1980,,,,,193153,25997
Syria,SYR,1981,,,,,191300,36875
Syria,SYR,1982,,,,,184573,48449
Syria,SYR,1983,,,,,181206,53675
Syria,SYR,1984,,,,,164220,46282
Syria,SYR,1985,,,,,148636,41537
Syria,SYR,1986,,,,,130707,33708
Syria,SYR,1987,,,,,94619,6202
Syria,SYR,1988,,,,,97140,9563
Syria,SYR,1989,,,,,93452,9182
Syria,SYR,1990,,,,,100509,11717
Syria,SYR,1997,,,,,95233,8608
Syria,SYR,1998,420811,423494,252757,213473,,
Syria,SYR,1999,428900,442038,257234,215154,,
Syria,SYR,2000,429245,440254,260902,220346,,
Syria,SYR,2001,426430,431723,249415,200215,,
Syria,SYR,2002,443969,452695,236496,191204,,
Syria,SYR,2003,407443,422705,239159,190007,,
Syria,SYR,2004,405372,417767,195802,149779,,
Syria,SYR,2005,391814,408681,140978,102278,,
Syria,SYR,2006,399183,422978,166180,138141,16425,1378
Syria,SYR,2007,395038,422057,133836,119788,17477,2619
Syria,SYR,2008,391144,422008,134295,121998,16974,2427
Syria,SYR,2009,386788,414058,132770,132484,19289,2389
Syria,SYR,2010,377910,401521,135104,130748,,
Syria,SYR,2011,359999,391002,118935,97830,,
Syria,SYR,2012,336134,367616,93928,73609,,
Syria,SYR,2013,420844,453380,486489,492889,282256,280507
Tajikistan,TJK,1999,99137,85744,109550,95459,,
Tajikistan,TJK,2000,98763,79280,87465,55183,31819,8440
Tajikistan,TJK,2001,87521,56980,99414,56988,33909,7260
Tajikistan,TJK,2002,95057,60411,83084,38235,21875,5133
Tajikistan,TJK,2003,,,,,17973,3424
Tajikistan,TJK,2004,101553,65018,61458,15208,15429,2957
Tajikistan,TJK,2005,100515,64781,61843,16423,14544,3390
Tajikistan,TJK,2006,104835,66228,54764,8662,16350,2685
Tajikistan,TJK,2007,109773,75521,45949,7984,17651,6853
Tajikistan,TJK,2008,90261,58382,45280,13543,13448,2132
Tajikistan,TJK,2009,86850,63877,44096,15176,12664,1948
Tajikistan,TJK,2010,88630,63194,39552,10002,11099,1795
Tajikistan,TJK,2011,82453,53951,38561,10496,11301,1676
Tajikistan,TJK,2012,,,,,9006,2155
Tajikistan,TJK,2013,,,,,9465,3946
Tajikistan,TJK,2014,,,,,9736,9159
Tajikistan,TJK,2015,,,,,5605,7525
Tanzania,TZA,1981,,,,,585024,561066
Tanzania,TZA,1982,,,,,681112,688971
Tanzania,TZA,1983,,,,,715765,750616
Tanzania,TZA,1985,,,,,881832,932217
Tanzania,TZA,1986,,,,,936308,993003
Tanzania,TZA,1987,,,,,1005925,1049746
Tanzania,TZA,1988,,,,,1078998,1116312
Tanzania,TZA,1989,,,,,1117018,1149585
Tanzania,TZA,1990,,,,,1167515,1196393
Tanzania,TZA,1991,,,,,1225513,1250219
Tanzania,TZA,1992,,,,,1267426,1286957
Tanzania,TZA,1993,,,,,1324900,1356039
Tanzania,TZA,1994,,,,,1392995,1438183
Tanzania,TZA,1995,,,,,1435894,1480068
Tanzania,TZA,1996,,,,,1472219,1517191
Tanzania,TZA,1997,,,,,1496436,1548174
Tanzania,TZA,1998,,,,,1546681,1606394
Tanzania,TZA,1999,,,,,1569249,1632907
Tanzania,TZA,2000,,,,,1494911,1548489
Tanzania,TZA,2001,,,,,1407554,1399269
Tanzania,TZA,2002,,,,,969946,897827
Tanzania,TZA,2003,,,,,721326,609353
Tanzania,TZA,2004,,,,,583796,474278
Tanzania,TZA,2005,,,,,439653,331337
Tanzania,TZA,2006,,,,,228991,161567
Tanzania,TZA,2008,,,,,174733,153151
Tanzania,TZA,2010,,,,,446610,479353
Tanzania,TZA,2012,,,,,679855,706261
Tanzania,TZA,2013,,,,,841324,874055
Thailand,THA,1973,,,1057757,962441,1016832,765859
Thailand,THA,1974,,,1069078,956662,1017975,794173
Thailand,THA,2006,825052,929874,,,197232,158083
Thailand,THA,2007,596277,820380,59987,121479,184700,136864
Thailand,THA,2008,670479,751046,,,165834,114588
Thailand,THA,2009,469149,713972,50602,53775,116198,85568
Thailand,THA,2014,,,95822,107948,196427,183804
Timor,TLS,2008,15666,15133,12894,12909,21877,21010
Timor,TLS,2009,14026,13908,11188,11416,12505,10995
Timor,TLS,2010,11409,11993,7426,7662,3601,2822
Timor,TLS,2011,10466,11123,5727,5964,1581,363
Timor,TLS,2012,10052,11289,5012,4664,2656,2252
Timor,TLS,2013,10373,11653,4732,4732,1548,1996
Timor,TLS,2014,9731,11231,4034,4253,484,3385
Togo,TGO,1971,,,,,116592,50145
Togo,TGO,1972,,,,,117094,52624
Togo,TGO,1978,,,,,98206,27032
Togo,TGO,1979,,,,,96534,27174
Togo,TGO,1980,,,,,97433,28746
Togo,TGO,1982,,,,,108770,39059
Togo,TGO,1983,,,,,114086,52059
Togo,TGO,1984,,,,,137236,72651
Togo,TGO,1985,,,,,146674,81775
Togo,TGO,1986,,,,,161704,99964
Togo,TGO,1987,,,,,147957,70413
Togo,TGO,1988,,,,,150316,73455
Togo,TGO,1989,,,,,153995,75507
Togo,TGO,1990,,,,,152584,76014
Togo,TGO,1991,,,112398,45724,147481,70455
Togo,TGO,1994,,,,,172024,95553
Togo,TGO,1995,,,,,146730,64352
Togo,TGO,1996,,,,,126413,33727
Togo,TGO,1997,,,,,136002,46240
Togo,TGO,1999,135961,99784,120354,40138,,
Togo,TGO,2001,,,129722,59065,89290,12254
Togo,TGO,2003,,,125784,55205,83686,12053
Togo,TGO,2004,,,126333,58727,71382,2900
Togo,TGO,2005,,,125417,58038,71970,8615
Togo,TGO,2007,,,138158,77397,73547,18771
Togo,TGO,2008,,,,,66111,14663
Togo,TGO,2014,,,,,57537,21243
Tonga,TON,1970,,,,,961,1023
Tonga,TON,1971,,,,,1006,827
Tonga,TON,1972,,,,,487,394
Tonga,TON,1974,,,,,900,901
Tonga,TON,1975,,,,,215,242
Tonga,TON,1983,,,,,478,904
Tonga,TON,1985,,,,,130,304
Tonga,TON,1986,,,,,243,223
Tonga,TON,1990,,,,,506,682
Tonga,TON,1993,,,,,484,656
Tonga,TON,1998,307,828,74,233,433,338
Tonga,TON,1999,,,,,794,456
Tonga,TON,2001,14,300,740,914,,
Tonga,TON,2012,627,967,269,391,,
Tonga,TON,2013,599,880,652,778,190,425
Tonga,TON,2014,1098,1419,427,932,104,116
Trinidad and Tobago,TTO,1971,,,5611,4728,6397,7171
Trinidad and Tobago,TTO,1972,,,6130,4899,7256,7973
Trinidad and Tobago,TTO,1973,,,,,7843,8618
Trinidad and Tobago,TTO,1974,,,,,7855,8422
Trinidad and Tobago,TTO,1975,,,,,6665,7426
Trinidad and Tobago,TTO,1976,,,,,3219,4868
Trinidad and Tobago,TTO,1977,,,,,3116,3460
Trinidad and Tobago,TTO,1978,,,,,4266,5332
Trinidad and Tobago,TTO,1979,,,,,7947,9160
Trinidad and Tobago,TTO,1980,,,,,10760,11596
Trinidad and Tobago,TTO,1981,,,,,6182,8156
Trinidad and Tobago,TTO,1982,,,,,5764,6659
Trinidad and Tobago,TTO,1983,,,,,4968,7655
Trinidad and Tobago,TTO,1984,,,,,6237,7777
Trinidad and Tobago,TTO,1985,,,,,5954,7747
Trinidad and Tobago,TTO,1986,,,,,7531,9523
Trinidad and Tobago,TTO,1987,,,,,6190,7533
Trinidad and Tobago,TTO,1988,,,,,5489,7090
Trinidad and Tobago,TTO,1989,,,,,7218,8420
Trinidad and Tobago,TTO,1990,,,,,7924,11833
Trinidad and Tobago,TTO,1991,,,,,10348,10787
Trinidad and Tobago,TTO,1992,,,,,11003,11382
Trinidad and Tobago,TTO,1993,,,5040,5825,11746,12509
Trinidad and Tobago,TTO,1996,,,,,10620,11052
Trinidad and Tobago,TTO,1997,,,,,10084,11014
Trinidad and Tobago,TTO,1999,,,,,1390,2153
Trinidad and Tobago,TTO,2000,,,,,1046,1677
Trinidad and Tobago,TTO,2001,,,,,1437,1988
Trinidad and Tobago,TTO,2002,,,,,3273,4728
Trinidad and Tobago,TTO,2003,,,,,2878,2833
Trinidad and Tobago,TTO,2004,6415,7997,3860,4485,2209,2398
Trinidad and Tobago,TTO,2005,,,,,4089,4176
Trinidad and Tobago,TTO,2007,,,,,2347,1538
Trinidad and Tobago,TTO,2008,,,,,1383,1106
Trinidad and Tobago,TTO,2009,,,,,1996,94
Trinidad and Tobago,TTO,2010,,,,,977,590
Tunisia,TUN,1971,,,,,159736,40280
Tunisia,TUN,1975,,,,,181417,50388
Tunisia,TUN,1978,,,121471,54533,168091,48370
Tunisia,TUN,1979,,,124583,55920,159076,45633
Tunisia,TUN,1980,,,128494,61684,150071,36511
Tunisia,TUN,1981,,,,,139387,32132
Tunisia,TUN,1982,,,,,123295,23401
Tunisia,TUN,1983,,,117865,53253,106222,10784
Tunisia,TUN,1984,,,114278,53130,,
Tunisia,TUN,1985,,,105451,48038,,
Tunisia,TUN,1990,,,,,66869,6061
Tunisia,TUN,1991,,,,,59029,2717
Tunisia,TUN,1992,,,,,54552,3307
Tunisia,TUN,1993,,,,,46800,1337
Tunisia,TUN,1994,,,,,44807,3733
Tunisia,TUN,1995,,,,,40110,5800
Tunisia,TUN,1996,,,,,44749,13698
Tunisia,TUN,1997,,,,,48518,24431
Tunisia,TUN,1999,,,,,43938,27323
Tunisia,TUN,2000,,,,,35210,20937
Tunisia,TUN,2001,,,,,20675,11725
Tunisia,TUN,2005,,,,,6931,5048
Tunisia,TUN,2006,,,,,6739,7418
Tunisia,TUN,2007,,,,,12729,10947
Tunisia,TUN,2008,,,,,11539,8140
Tunisia,TUN,2009,,,,,8260,5137
Turkey,TUR,1974,,,716096,245767,587586,165707
Turkey,TUR,1994,,,,,401388,189848
Turkey,TUR,1995,,,,,413133,207554
Turkey,TUR,1997,,,861695,466678,401556,170799
Turkey,TUR,1999,1155192,857687,611064,247471,311778,53916
Turkey,TUR,2000,1154225,891843,413567,80500,,
Turkey,TUR,2001,1090763,807690,,,,
Turkey,TUR,2002,1086562,801724,,,,
Turkey,TUR,2003,1002609,707689,,,,
Turkey,TUR,2004,928151,662007,,,,
Turkey,TUR,2005,854666,613376,,,,
Turkey,TUR,2006,795999,557438,,,119777,1886
Turkey,TUR,2007,753847,527783,,,,
Turkey,TUR,2008,728514,560378,,,102641,29038
Turkey,TUR,2009,909407,741137,97682,13265,168761,118813
Turkey,TUR,2010,728318,558807,66425,3972,140732,99327
Turkey,TUR,2011,581124,415041,,,167772,132696
Turkey,TUR,2012,686455,597385,,,217557,188111
Turkey,TUR,2013,486680,396147,108068,68367,189760,167248
Tuvalu,TUV,2014,123,211,30,85,15,40
Uganda,UGA,1979,,,,,808693,716072
Uganda,UGA,1981,,,,,811032,709538
Uganda,UGA,1982,,,,,797697,723006
Uganda,UGA,1986,,,,,700893,602676
Uganda,UGA,2000,449199,421710,,,,
Uganda,UGA,2001,460644,430344,,,,
Uganda,UGA,2002,457202,427618,,,,
Uganda,UGA,2003,467949,443635,,,,
Uganda,UGA,2004,488481,463224,,,,
Uganda,UGA,2005,505983,479340,,,,
Uganda,UGA,2006,516027,486480,,,,
Uganda,UGA,2007,523472,493537,,,,
Uganda,UGA,2008,529286,489828,,,,
Uganda,UGA,2009,520703,481073,315960,274543,173220,260177
Uganda,UGA,2010,543087,502515,348939,329000,288896,385057
Uganda,UGA,2011,,,,,197645,294884
Uganda,UGA,2013,,,,,180660,296808
Ukraine,UKR,2002,23076,10494,,,30625,32409
Ukraine,UKR,2003,,,,,105616,111531
Ukraine,UKR,2004,,,11874,18225,105724,106696
Ukraine,UKR,2005,,,,,95437,97271
Ukraine,UKR,2006,,,45400,54857,98243,99844
Ukraine,UKR,2007,2059,36048,53677,58947,96705,98540
Ukraine,UKR,2008,9469,38570,56980,66957,88523,93513
Ukraine,UKR,2009,10337,40543,60192,65857,73221,78017
Ukraine,UKR,2010,22327,43183,61312,65749,38242,45524
Ukraine,UKR,2011,27790,45522,54988,58609,5449,16309
Ukraine,UKR,2012,15666,33133,45826,50753,,
Ukraine,UKR,2013,16088,29580,19893,24296,,
Ukraine,UKR,2014,19511,33575,,,18974,37490
United Arab Emirates,ARE,1978,,,,,6456,7320
United Arab Emirates,ARE,1980,,,4844,4115,9488,11424
United Arab Emirates,ARE,1981,,,3964,,12427,14309
United Arab Emirates,ARE,1982,,,3812,,10889,12672
United Arab Emirates,ARE,1983,,,5666,,14811,15897
United Arab Emirates,ARE,1984,,,,,16067,16877
United Arab Emirates,ARE,1985,,,,,17560,18424
United Arab Emirates,ARE,1986,,,,,18421,19809
United Arab Emirates,ARE,1987,,,6884,,11723,10695
United Arab Emirates,ARE,1988,,,,,10260,7606
United Arab Emirates,ARE,1989,,,,,6617,3245
United Arab Emirates,ARE,1992,,,,,6666,2421
United Arab Emirates,ARE,1993,,,,,8775,8690
United Arab Emirates,ARE,1994,,,,,10379,11587
United Arab Emirates,ARE,1995,,,5468,1754,9235,9987
United Arab Emirates,ARE,1996,,,,,11311,12679
United Arab Emirates,ARE,1997,,,6052,8148,15446,17060
United Arab Emirates,ARE,1998,14817,25150,7230,6530,14252,16901
United Arab Emirates,ARE,1999,14159,22948,4429,4294,19655,22805
United Arab Emirates,ARE,2003,,,,,12251,11074
United Arab Emirates,ARE,2004,,,,,8465,6054
United Arab Emirates,ARE,2005,,,,,4881,4500
United Arab Emirates,ARE,2006,,,,,2904,9180
United Arab Emirates,ARE,2007,,,,,4381,9170
United Arab Emirates,ARE,2009,,,,,12287,18322
United Arab Emirates,ARE,2010,,,,,7437,14726
United Arab Emirates,ARE,2011,,,,,10742,14027
United Arab Emirates,ARE,2012,,,,,7055,12263
United Arab Emirates,ARE,2013,,,,,7475,12333
United Arab Emirates,ARE,2014,,,,,6748,7863
United Kingdom,GBR,1971,,,25045,57229,50341,52271
United Kingdom,GBR,1972,,,38611,60001,78610,74967
United Kingdom,GBR,1973,,,73571,85640,105342,104267
United Kingdom,GBR,1974,,,74377,76433,116655,120673
United Kingdom,GBR,1975,,,90426,89690,114517,124980
United Kingdom,GBR,1976,,,25581,40341,106349,124100
United Kingdom,GBR,1977,,,25669,40307,96494,112679
United Kingdom,GBR,1978,,,27513,38418,91527,108382
United Kingdom,GBR,1979,,,36331,48426,84940,99666
United Kingdom,GBR,1980,,,,,50059,60468
United Kingdom,GBR,1981,,,26840,39284,49946,61985
United Kingdom,GBR,1982,,,23842,35853,68294,82915
United Kingdom,GBR,1983,,,,,101643,113888
United Kingdom,GBR,1984,,,,,111870,116891
United Kingdom,GBR,1985,,,,,128143,139583
United Kingdom,GBR,1986,,,,,94239,102449
United Kingdom,GBR,1987,,,,,35378,45002
United Kingdom,GBR,1988,,,,,2708,9887
United Kingdom,GBR,1991,,,,,32331,44900
United Kingdom,GBR,1992,,,,,67609,78118
United Kingdom,GBR,1998,121854,154802,16081,14606,3817,906
United Kingdom,GBR,1999,99933,137967,9256,5143,510,1819
United Kingdom,GBR,2000,114336,155637,2279,3039,377,1821
United Kingdom,GBR,2001,112066,149508,,,,
United Kingdom,GBR,2002,83274,131985,,,3329,6181
United Kingdom,GBR,2003,76736,159644,,,304,3822
United Kingdom,GBR,2004,39656,118416,,,13804,17802
United Kingdom,GBR,2005,37090,129872,,,203,42
United Kingdom,GBR,2006,105183,189998,2909,26586,2741,13604
United Kingdom,GBR,2007,121565,195916,40377,57262,42954,55213
United Kingdom,GBR,2008,126129,184899,26878,25713,19799,19731
United Kingdom,GBR,2009,123924,166488,,,26465,26972
United Kingdom,GBR,2010,114042,133172,,,11728,12374
United Kingdom,GBR,2011,157249,163117,18027,22634,4775,6117
United Kingdom,GBR,2012,154500,155647,55539,61957,5557,2753
United Kingdom,GBR,2013,81852,100065,19212,23047,,
United Kingdom,GBR,2014,,,15159,16402,,
United States,USA,1986,,,,,553310,810085
United States,USA,1987,,,260331,406191,388666,642688
United States,USA,1990,,,,,139641,273745
United States,USA,1991,,,,,185061,244093
United States,USA,1993,,,37710,93936,432279,450413
United States,USA,1994,,,5276,70462,438849,543977
United States,USA,1995,,,,,314975,363665
United States,USA,1996,,,,,362908,455551
United States,USA,1999,,,,,259096,339499
United States,USA,2000,937763,914808,,,268623,311872
United States,USA,2001,776770,965353,25458,22485,234904,425420
United States,USA,2002,1009492,1052350,79397,193937,386200,601343
United States,USA,2003,705648,793167,,,460956,642126
United States,USA,2004,661749,704151,,,581278,785095
United States,USA,2005,386691,750572,,,474297,673289
United States,USA,2006,386614,763133,,,320259,576659
United States,USA,2007,386464,549595,,,249321,424472
United States,USA,2008,413203,509521,,,239583,360553
United States,USA,2009,353588,550077,33861,51246,340525,612968
United States,USA,2010,594650,635926,25073,194752,575966,685895
United States,USA,2011,503472,704755,,,636727,844232
United States,USA,2012,616028,750129,11422,95465,706575,735957
United States,USA,2013,576758,712085,,,886724,887199
United States,USA,2014,398860,544861,,,672446,798266
Upper middle income,,1986,,,,,14310129,6604997
Upper middle income,,1987,,,,,10694889,5815872
Upper middle income,,1988,,,,,8921779,5398049
Upper middle income,,1989,,,,,8320305,4784915
Upper middle income,,1990,,,,,7518866,4199002
Upper middle income,,1991,,,,,6930072,3776902
Upper middle income,,1992,,,,,6903083,3507672
Upper middle income,,1993,,,,,7507066,4409982
Upper middle income,,1994,,,,,8634435,5833537
Upper middle income,,1995,,,,,9786926,7663884
Upper middle income,,1996,,,,,10604947,9017339
Upper middle income,,1997,,,,,11150662,10009794
Upper middle income,,1998,22927028,18713064,11493812,11229039,9011893,8383204
Upper middle income,,1999,22234564,18195064,12113172,11953234,6918770,6630128
Upper middle income,,2000,22167408,18897602,11807283,11722384,6251363,6060853
Upper middle income,,2001,21924332,19561856,11229516,11395545,5376780,4965834
Upper middle income,,2002,22521600,21111172,9783543,9967544,2767794,2030307
Upper middle income,,2003,22730944,22617974,7692550,7809548,2936789,2229010
Upper middle income,,2004,22546392,23794484,7573167,8336213,2740699,2251486
Upper middle income,,2005,21866752,24438268,7264182,7802393,4364104,4671375
Upper middle income,,2006,20941040,23828404,6187465,6703383,4763545,5318357
Upper middle income,,2007,18963328,22056068,5168052,5463396,4396722,4865210
Upper middle income,,2008,17257480,20325408,4545618,4849968,3979854,4187824
Upper middle income,,2009,15765723,18774884,4168193,4388124,3855484,4281546
Upper middle income,,2010,14200305,16964908,4126423,4271691,3967236,4236132
Upper middle income,,2011,12837926,15648128,3918820,4110273,4041480,4056347
Upper middle income,,2012,11562812,14708664,4017648,4010655,4128052,4361341
Upper middle income,,2013,10934359,14234998,3794283,4063552,4420509,4460883
Upper middle income,,2014,10053916,13637949,3720237,3927933,4376233,4454845
Uruguay,URY,1984,,,,,22280,21438
Uruguay,URY,1991,,,,,11464,13612
Uruguay,URY,1992,,,,,8615,10123
Uruguay,URY,1993,,,,,7485,9062
Uruguay,URY,1994,,,,,10075,11639
Uruguay,URY,1995,,,,,10907,12636
Uruguay,URY,1996,,,,,11588,13834
Uruguay,URY,1997,,,,,11653,13581
Uruguay,URY,2005,,,,,4003,3816
Uruguay,URY,2007,16782,23163,6607,7029,2823,3149
Uruguay,URY,2008,17097,23794,6371,7040,1435,875
Uruguay,URY,2009,14543,23522,5680,6962,1295,411
Uruguay,URY,2010,3863,14658,18636,16800,,
Uruguay,URY,2013,10619,18164,10562,11441,872,634
Uzbekistan,UZB,2007,,,,,38584,25799
Uzbekistan,UZB,2008,,,,,57326,47492
Uzbekistan,UZB,2009,,,,,67202,55109
Uzbekistan,UZB,2010,,,,,91492,74891
Uzbekistan,UZB,2011,,,,,91483,71140
Vanuatu,VUT,1981,,,,,1529,1459
Vanuatu,VUT,1989,,,3034,2732,3017,3073
Vanuatu,VUT,1999,5255,5297,2744,2362,425,261
Vanuatu,VUT,2000,5598,5820,1318,1954,,
Vanuatu,VUT,2001,5521,5648,1856,1249,,
Vanuatu,VUT,2002,5783,5923,1281,796,,
Vanuatu,VUT,2003,4935,4974,1777,807,,
Vanuatu,VUT,2004,4901,4969,1640,717,411,349
Venezuela,VEN,1999,219175,278645,184714,226248,234672,267351
Venezuela,VEN,2000,221274,276504,181520,220455,193177,226521
Venezuela,VEN,2001,212495,266579,160309,193439,149831,180434
Venezuela,VEN,2002,208206,259240,143438,180823,103276,127231
Venezuela,VEN,2003,213174,262950,133842,169996,125005,149411
Venezuela,VEN,2004,209984,260385,115078,149368,121227,143357
Venezuela,VEN,2005,185620,235315,103934,136193,138186,164723
Venezuela,VEN,2006,179648,229635,80360,112939,127590,149238
Venezuela,VEN,2007,166881,212307,53228,84293,111800,128318
Venezuela,VEN,2008,152796,193670,70198,95833,141427,160869
Venezuela,VEN,2009,145577,186083,58075,82830,111478,124275
Venezuela,VEN,2010,141062,184219,70912,93717,98313,110333
Venezuela,VEN,2011,124322,167618,78915,104791,98830,110427
Venezuela,VEN,2012,102781,164301,58336,92691,121854,87088
Venezuela,VEN,2013,97929,160532,38140,73142,132355,102096
Venezuela,VEN,2014,131126,180351,55784,79375,116395,126799
World,OWID_WRL,1970,,,,,77901432,46575732
World,OWID_WRL,1971,,,,,80751864,47215976
World,OWID_WRL,1972,,,,,79905400,46657760
World,OWID_WRL,1973,,,,,74521208,44680100
World,OWID_WRL,1974,,,,,73729424,44767816
World,OWID_WRL,1975,,,,,71085904,44060072
World,OWID_WRL,1976,,,,,70765240,43333380
World,OWID_WRL,1977,,,,,73781104,42604672
World,OWID_WRL,1978,,,,,80379912,43723096
World,OWID_WRL,1979,,,,,81066592,42915976
World,OWID_WRL,1980,,,,,78491256,40776464
World,OWID_WRL,1981,,,,,76414128,39910744
World,OWID_WRL,1982,,,,,75475208,39414976
World,OWID_WRL,1983,,,,,74899992,39424656
World,OWID_WRL,1984,,,,,73724928,39732300
World,OWID_WRL,1985,,,,,70561152,39749008
World,OWID_WRL,1986,,,,,66738688,39282000
World,OWID_WRL,1987,,,,,65308340,39416340
World,OWID_WRL,1988,,,,,62960992,38930752
World,OWID_WRL,1989,,,,,61891160,38629712
World,OWID_WRL,1990,,,,,62867884,39215496
World,OWID_WRL,1991,,,,,62691536,39293392
World,OWID_WRL,1992,,,,,63774036,40246704
World,OWID_WRL,1993,,,,,63711784,41461428
World,OWID_WRL,1994,,,,,63740156,42758440
World,OWID_WRL,1995,,,,,65457604,44750856
World,OWID_WRL,1996,,,,,66672960,47009812
World,OWID_WRL,1997,,,,,66430692,47369036
World,OWID_WRL,1998,90996128,81772352,52702196,44202904,64759964,46238224
World,OWID_WRL,1999,91736392,82445960,54336680,45555656,61372616,44675480
World,OWID_WRL,2000,92373472,83949080,53372600,44922908,57790936,42258604
World,OWID_WRL,2001,92681072,85796104,52067720,44578128,55180792,40811220
World,OWID_WRL,2002,92542632,86611512,49221248,43029448,51102192,37589976
World,OWID_WRL,2003,91621952,87693152,44292132,39304756,44272372,36245920
World,OWID_WRL,2004,90943208,88586352,42883212,39039708,41446972,35170188
World,OWID_WRL,2005,90137712,89641560,41736112,37790368,40687000,33967864
World,OWID_WRL,2006,88758464,88727240,39544000,36264840,38548760,32919372
World,OWID_WRL,2007,85723728,85740400,37043204,33788164,34844008,28805436
World,OWID_WRL,2008,82134968,82433888,35536324,33260020,33279332,28791728
World,OWID_WRL,2009,80249776,81297216,34088448,32651580,32821924,30273638
World,OWID_WRL,2010,77203344,78532184,31604180,31523010,32510064,29758124
World,OWID_WRL,2011,74041080,76018904,31089016,31539314,31850868,30032704
World,OWID_WRL,2012,71481624,74411048,30008608,30645440,31473352,28813384
